L_int Dose (GY),L_int Value (% of 832.318 cc),L_PostTib Dose (GY),L_PostTib Value (% of 1856.290 cc),L_kidney Dose (GY),L_kidney Value (% of 157.351 cc),R_InterIliac Dose (GY),R_InterIliac Value (% of 2572.940 cc),L_heart Dose (GY),L_heart Value (% of 166.131 cc),L_AnteriorTib Dose (GY),L_AnteriorTib Value (% of 1735.690 cc),R_Heart Dose (GY),R_Heart Value (% of 148.625 cc),Liver Dose (GY),Liver Value (% of 1800.470 cc),R_PostTib Dose (GY),R_PostTib Value (% of 1684.110 cc),R_Arm Region Dose (GY),R_Arm Region Value (% of 1077.870 cc),R_Kidney Dose (GY),R_Kidney Value (% of 155.005 cc),Stomach Dose (GY),Stomach Value (% of 282.950 cc),Brain Dose (GY),Brain Value (% of 1282.300 cc),Lung_L Dose (GY),Lung_L Value (% of 1465.800 cc),Spleen Dose (GY),Spleen Value (% of 154.291 cc),Lung_R Dose (GY),Lung_R Value (% of 1467.700 cc),R_AnteriorTib Dose (GY),R_AnteriorTib Value (% of 1756.870 cc),S_int Dose (GY),S_int Value (% of 1243.680 cc),L_InterIliac Dose (GY),L_InterIliac Value (% of 2375.710 cc),L_Arm Region Dose (GY),L_Arm Region Value (% of 1131.740 cc),L_DeepFemoral Dose (GY),L_DeepFemoral Value (% of 6266.400 cc),Pancreas Dose (GY),Pancreas Value (% of 130.466 cc),R_DeepFemoral Dose (GY),R_DeepFemoral Value (% of 6336.480 cc),
5.300000,0.001864,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000223,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,
5.500000,0.001864,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000223,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,
5.700000,0.001864,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000223,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,
5.900000,0.001864,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000223,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,
6.100000,0.001864,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000223,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,
6.300000,0.001864,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000223,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,
6.500000,0.001864,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000223,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,
6.700000,0.001864,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000223,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,
6.900000,0.001864,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000223,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,
7.100000,0.001864,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000223,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,
7.300000,0.001864,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000223,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,
7.500000,0.001864,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000223,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,
7.700000,0.001864,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000223,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,
7.900000,0.001864,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000223,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,
8.100000,0.001864,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000223,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,
8.300000,0.001864,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000223,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,
8.500000,0.001864,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000223,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,
8.700000,0.001864,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000223,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,
8.900000,0.001864,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000223,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,
9.100000,0.001864,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000223,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,
9.300000,0.001864,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000223,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,
9.500000,0.001864,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000223,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,
9.700000,0.001864,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000223,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,
9.900000,0.001864,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000223,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,
10.100000,0.001864,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000223,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,
10.300000,0.001864,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000223,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,
10.500000,0.001864,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000223,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,
